Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
146,"CERES BIOSYSTEMS INDIA
PVT LTD(Erstwhile",Canada,CERES BIOSYSTEMS LIMITED,AHMEDABAD,"Manufacture of urea and other organic
fertilizers",6.54,0.10,
147,FURA GEMS AND MINING PRIVATE LIMITED,Canada,FURA GEMS INC,MUMBAI,"Mining of gemstones (agate, diamond, emerald, garnet (gem), jasper, rubby/saphire etc.",3.17,0.05,
148,ILSC INDIA PVT LTD,Canada,ILSC SOUTH ASIA INC,NEW DELHI,Other educational services n.e.c.,1.26,0.02,
149,B V H MANUFACTURING INDIA PVT LTD,Canada,BANK & VOGUE HOLDINGS LTD,AHMEDABAD,"Manufacture of all types of textile garments and clothing
accessories",0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
150,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,Canada,GNANAGURU RAJA,MUMBAI,Computer consultancy and computer facilities management activities,0.02,0.00,
151,MOZZAZ CORPORATION INDIA PVT LTD,Canada,MOZZAZ CORPORATION,BANGALORE,Other information technology and computer service activities n.e.c,1.00,0.01,
152,AVADH AIRCON PRIVATE LIMITED,Canada,PANKAJKUMAR A PANDE,AHMEDABAD,"Manufacture of other electronic consumer goods n.e.c. (this includes nontelevision
video camera)",2.04,0.03,
153,TOGETHER GLOBAL VENTURES LTD,Canada,NEELAM BANSAL,NEW DELHI,Educational support services,0.73,0.01,
154,KINECTRICS INDIA PRIVATE LIMITED,Canada,KINECTRICS INC,AHMEDABAD,Technical testing and analysis,9.77,0.14,
155,RUCHI HI-RICH SEEDS PVT LTD,Canada,DJ HENDRICK INTERNATIONAL INC,MUMBAI,Seed processing for propagation,9.21,0.13,
156,"CERES BIOSYSTEMS INDIA
PVT LTD(Erstwhile",Canada,CERES BIOSYSTEMS LIMITED,AHMEDABAD,Manufacture of urea and other organic fertilizers,9.00,0.13,
157,HUSKY INJECTION MOLDING SYSTEMS PVT LTD,Canada,HUSKY INJECTION MOLDING SYSTEMS LTD,MUMBAI,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring,
grinding etc",0.95,0.01,
158,HUSKY INJECTION MOLDING SYSTEMS PVT LTD,Canada,HUSKY INJECTION MOLDING SYSTEMS LTD,MUMBAI,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring,
grinding etc",8.08,0.12,
159,CAVALIER TOOL DESIGN & ENGINEERING SERVI,Canada,538512 Ontario Ltd,CHENNAI,"Architectural and engineering activities and related technical
consultancy",1.00,0.01,
160,INDORE TREASURE ISLAND PVT LTD,Cayman Islands,BREP ASIA SBS COIMBATORE RETAIL HOLDING,MUMBAI,"Activities relating to alteration, addition, repair, maintenance carried out on own- account basis or",0.26,0.00,
161,JCFLASH TECHNOLOGIES PRIVATE LIMITED,Cayman Islands,FLASH CASH HOLDINGS LIMITED,BANGALORE,Other information technology and computer service activities n.e.c,35.61,0.52,
162,LIONTREK ENTERTAINMENT INDIA PVT LTD,Cayman Islands,NEXT ENTERTAINMENT GLOBAL HOLDING,NEW DELHI,Other creative arts and and entertainment activities,0.97,0.01,
163,SKRILO INDIA PRIVATE LIMITED,Cayman Islands,SKRILO LIMITED,NEW DELHI,Advertising,5.01,0.07,
164,MOONSHINE RESIDENCY PRIVATE LIMITED,Cayman Islands,BREP Asia SBS DRPL Holding NQ Ltd.,KOLKATA,Other business support service activities n.e.c.,0.00,0.00,
165,TOTAL SPORTS AND ENTERTAINMENT INDIA PVT,Cayman Islands,TOTAL SPORTS ASIA LTD,MUMBAI,Other sports activities,0.35,0.01,
166,TOTAL SPORTS AND,Cayman,TOTAL SPORTS ASIA,MUMBAI,Other sports activities,0.50,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,ENTERTAINMENT INDIA PVT,Islands,LIMITED,,,,,
167,WORLDWIDE REALCON PVT LTD,Cayman Islands,BREP ASIA SBS DRPL HOLDING NQ LTD,NEW DELHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,3.53,0.05,
168,ODCEM TECHNOLOGIES PRIVATE LIMITED,Cayman Islands,EAST VENTURES SEA 2,BANGALORE,"Other information
service activities n.e.c.",0.00,0.00,
169,LIWAYWAY FOODS INDIA PVT LTD,Cayman Islands,SUNARIN LAROSHE INTERNATIONAL CO LIMITED,BANGALORE,Manufacture of other bakery products n.e.c.,15.07,0.21,
170,JANA SMALL FINANCE BANK LTD(JANALAKSHMI,Cayman Islands,HIPEP VIII PARTNERSHIP FUND L.P,BANGALORE,Other credit granting,217.49,3.01,
171,WORLDWIDE REALCON PVT LTD,Cayman Islands,BREP VIII SBS DRPL HOLDING NQ LTD,NEW DELHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,2.21,0.03,
172,RUBIQUE TECHNOLOGIES P L (EARLIER BESTDE,Cayman Islands,JASPER FUND II L.P,MUMBAI,Other information technology and computer service activities n.e.c,98.37,1.36,
173,RUBIQUE TECHNOLOGIES P L (EARLIER BESTDE,Cayman Islands,JASPER FUND II L.P,MUMBAI,Other information technology and computer service activities n.e.c,0.04,0.00,
174,3D TECHNOPACK LTD,Cayman Islands,VIRTUAL MACHINE LTD,MUMBAI,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases,",91.19,1.26,
175,JANA SMALL FINANCE BANK LTD(JANALAKSHMI,Cayman Islands,HARBOURVEST ASIA PACIFIC FUND VIII L.P,BANGALORE,Other credit granting,31.72,0.44,
176,IIFL WEALTH MANAGEMENT LTD,Cayman Islands,"WF ASAIN RECONNAISSANCE FUND
LTD",MUMBAI,"Activities auxiliary to financial service
activities n.e.c.","1,813.81",25.12,
177,SKRILO INDIA PRIVATE LIMITED,Cayman Islands,SKRILO LIMITED,NEW DELHI,Advertising,5.17,0.07,
178,RDF TECHSOFT CONSULTANCY PVT LTD,Cayman Islands,REDEFINE INNOVATION INVESTMENT HOLDING C,MUMBAI,"Publishing of
operating systems and system software",29.90,0.41,
179,UPOWER LOGISTICS (INDIA) PVT LTD,China,MR. CHAN YUE HONG,NEW DELHI,Cargo handling incidental to water transport,4.30,0.06,
180,DAILYNINJA DELIVERY SERVICES PVT LTD,China,CHEONG CHOO YOUNG,MUMBAI,Other information technology and computer service activities n.e.c,0.01,0.00,
181,DAILYNINJA DELIVERY SERVICES PVT LTD,China,CHEONG CHOO YOUNG,MUMBAI,Other information technology and computer service activities n.e.c,0.67,0.01,
182,NOVEL-SUPER TV DIGI TECH PVT. LTD.,China,BEIJING NOVEL-SUPER DIGITAL TV TECHNOLOG,NEW DELHI,Management consultancy activities,0.10,0.00,
183,HAIQI EXHIBITION PVT LTD,China,SHENZHEN CITY HAIQI SHOW CULTURE CO LTD,NEW DELHI,Library and archives activities,90.00,1.25,
184,WISEPOWER ENTERPRISE,China,YI NI,NEW DELHI,Manufacture of,3.24,0.04,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,INDIA PVT. LTD.,,,,"pagers, cellular phones and other mobile communication equipment",,,
185,Himile Molds (India) Private Limited,China,Himile Mechanical Science and Technology,AHMEDABAD,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",313.33,4.34,
186,GUIZHOU INDIA INFRASTRUCTURE AND CONSTRU,China,GUIZHOU MARITIME SILK ROAD INTERNATIONAL,NEW DELHI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways,
highways,",0.10,0.00,
187,WISEPOWER ENTERPRISE INDIA PVT. LTD.,China,YI NI,NEW DELHI,"Manufacture of pagers, cellular phones and other mobile communication
equipment",4.05,0.06,
188,MINISO LIFE STYLE PVT. LTD.,China,MINISO INTERNATIONAL CO. LTD,NEW DELHI,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry,",100.00,1.38,
189,MINISO LIFE STYLE PVT. LTD.,China,QIYUAN ZHENG,NEW DELHI,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry,",0.00,0.00,
190,MIRA ZAVAS PVT LTD,China,TRINA SOLAR (SINGAPORE) THIRD PTE LIMITE,NEW DELHI,"Electric power generation using solar
energy",1.37,0.02,
191,CSI INTERFUSION INDIA PRIVATE LIMITED,China,CHINASOFT INTERNATIONAL TECHNOLOGY SERVI,BANGALORE,"Other information technology and computer service
activities n.e.c",60.00,0.83,
192,TG ADVAIT INDIA PRIVATE LIMITED,China,JIANGSU TONGGUANG OPTICAL FIBRE CABLE CO,AHMEDABAD,Manufacture of fibre optic cables for data transmission or live transmission of images,49.10,0.68,
193,TG ADVAIT INDIA PRIVATE LIMITED,China,JIANGSU TONGGUANG OPTICAL FIBRE CABLE CO,AHMEDABAD,"Manufacture of fibre optic cables for data transmission or live transmission of
images",24.75,0.34,
194,XINDIA STEELS LIMITED,China,XINXING HEAVY INDUSTRIES COMPANY LIMITED,BANGALORE,Manufacture of other basic iron and steel n.e.c,"1,000.00",13.85,
195,KINLONG HARDWARE(INDIA) PRIVATE LIMITED,China,GUANGDONG KINEX HARDWARE PRODUCTS CO LTD,BANGALORE,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers,",3.09,0.04,
196,TBEA SOLAR (INDIA)PVT LTD,China,TBEA XINJING SUNOASIS CO,AHMEDABAD,Manufacture of other,0.05,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,LTD,,electrical equipment,,,
197,TG ADVAIT INDIA PRIVATE LIMITED,China,JIANGSU TONGGUANG OPTICAL FIBRE CABLE CO,AHMEDABAD,Manufacture of fibre optic cables for data transmission or live transmission of images,34.67,0.48,
198,HUIZHONG AUTOMOBILE COMPONENTS INDIA PVT,China,SHANGHAI HUIZHONG AUTOMOTIVE MFG CO LTD,AHMEDABAD,"Manufacture of chassis fitted with engines for the motor vehicles included in
this class",495.00,6.85,
199,HUIZHONG AUTOMOBILE COMPONENTS INDIA PVT,China,SHANGHAI HUIZHONG AUTOMOTIVE CHASSIS SYS,AHMEDABAD,Manufacture of chassis fitted with engines for the motor vehicles included in this class,5.00,0.07,
200,STERLITE TECHNOLOGIES LTD.,China,JIA YONG HAO,MUMBAI,Manufacture of fibre optic cables for data transmission or live transmission of images,0.01,0.00,
201,POLYCO CHEM PVT LTD,China,SHIJIAZHUANG HEJIA CHEMICAL PRODUCTS CO,MUMBAI,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel,",6.31,0.09,
202,LERRI SOLAR TECHNOLOGY INDIA PVT LTD,China,LONGI SOLAR TECHNOLOGY CO LTD,HYDERABAD,"Manufacture of other
electronic components n.e.c",2.36,0.03,
203,LERRI SOLAR TECHNOLOGY INDIA PVT LTD,China,LONGI GREEN ENERGY TECHNOLOGY CO LTD,HYDERABAD,Manufacture of other electronic components n.e.c,1.58,0.02,
204,KAIYUAN WELDING AND CUTTING AUTOMATION I,China,Tangshan Kaiyuan Autowelding System Co L,MUMBAI,Machining; treatment and coating of metals,22.21,0.31,
205,MELOT TECHNOLOGIES PVT LTD,China,DULANEY JAMES JOHN,MUMBAI,"Manufacture of electronic capacitors, resistors, chokes, coils, trasformers (electronic) and similar",0.01,0.00,
206,DLAB SCIENTIFIC PRIVATE LIMITED,China,DLAB SCIENTIFIC CO. LTD,HYDERABAD,"Wholesale of scientific, medical and surgical machinery and equipment",1.53,0.02,
207,COOLIFE RESTAURANTS PVT. LTD.,China,ULIKE SHARE TECHNOLOGY LIMITED,NEW DELHI,Restaurants without bars,0.04,0.00,
208,JIUZHOU DIGITAL TELEMEDIA PVT. LTD.,China,XIN WEI,NEW DELHI,"Wholesale of other electronic equipments and parts
thereof",1.35,0.02,
209,TAIKAI ELECTRIC (INDIA) PRIVATE LIMITED,China,TAIKAI GROUP CO LTD,NEW DELHI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,61.19,0.85,
210,INTEGRATED BUSINESS PROCESSING PVT LTD,China,LOGISTICS WN LTD,MUMBAI,"Data processing activities including
report writing",0.67,0.01,
211,LERRI SOLAR TECHNOLOGY,China,LONGI SOLAR TECHNOLOGY,HYDERABAD,Manufacture of other,1.14,0.02,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,INDIA PVT LTD,,CO LTD,,electronic components n.e.c,,,
212,LERRI SOLAR TECHNOLOGY INDIA PVT LTD,China,LONGI GREEN ENERGY TECHNOLOGY CO LTD,HYDERABAD,"Manufacture of other electronic
components n.e.c",0.76,0.01,
213,LONGPING HIGH-TECH INDIA SEED PVT LTD,China,YUAN LONGPING HIGH- TECH AGRICULTURE CO L,HYDERABAD,Seed processing for propagation,49.99,0.69,
214,LONGKING ENGINEERING INDIA PVT LTD,China,FUJIAN LONGKING CO. LTD,NEW DELHI,"Other civil
engineering projects n.e.c.",134.90,1.87,
215,SRX INDIA PVT. LTD.,China,MISS REN LI,NEW DELHI,Management consultancy activities,23.04,0.32,
216,U FOODS (INDIA) PRIVATE LIMITED,China,CROWN FORTUNE INVESTMENT LIMITED,NEW DELHI,"Manufacture of sugar confectionery (except
sweetmeats)",33.64,0.47,
217,YAYUE INDIA PVT. LTD.,China,ELEGANT SMART INTERNATIONAL DEVELOPMENT,NEW DELHI,Packaging activities,0.10,0.00,
218,YAYUE INDIA PVT. LTD.,China,SHI YABING,NEW DELHI,Packaging activities,0.00,0.00,
219,SPICA ZAVAS PVT LTD,China,TRINA SOLAR (SINGAPORE) THIRD PTE LIMITE,NEW DELHI,"Electric power
generation using solar energy",2.05,0.03,
220,AGASTON MOBILE PVT. LTD.,China,FAN YANCHUN,NEW DELHI,"Manufacture of pagers, cellular phones and other mobile communication equipment",0.63,0.01,
221,WISEPOWER ENTERPRISE INDIA PVT. LTD.,China,YI NI,NEW DELHI,"Manufacture of pagers, cellular phones and other mobile communication equipment",9.07,0.13,
222,RIVERSONG TECHNOLOGY PVT LTD,China,IMG TECHNOLOGY CO LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",3.66,0.05,
223,PHICOMM INDIA PVT. LTD.,China,TALENT TRANSMISSION LIMITED,NEW DELHI,"Other information technology and computer service
activities n.e.c",4.50,0.06,
224,MINISO LIFE STYLE PVT. LTD.,China,QIYUAN ZHENG,NEW DELHI,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry,",0.00,0.00,
225,KSTAR SCIENCE AND TECHNOLOGY INDIA PVT.,China,KSTAR (HK) CO LIMITED,NEW DELHI,Manufacture of other electronic components n.e.c,1.00,0.01,
226,KSTAR SCIENCE AND TECHNOLOGY INDIA PVT.,China,BAISHAN LIU,NEW DELHI,"Manufacture of other
electronic components n.e.c",0.00,0.00,
227,NINGYUAN MACHINE TOOL PVT LTD,China,SHANGHAI NINGYUAN PRECISION MACHINERY CO,MUMBAI,"Manufacture of machine tools for turning, drilling, milling, shaping,
planning, boring,",1.00,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,grinding etc,,,
228,U FOODS (INDIA) PRIVATE LIMITED,China,CROWN FORTUNE INVESTMENT LIMITED,NEW DELHI,Manufacture of sugar confectionery (except sweetmeats),22.64,0.31,
229,VRX SPORTS PRIVATE LIMITED,China,ZHUANG XIAOTING,BANGALORE,Retail sale of footwear,13.74,0.19,
230,MINISO LIFE STYLE PVT. LTD.,China,QIYUAN ZHENG,NEW DELHI,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry,",0.00,0.00,
231,GUIZHOU INDIA INFRASTRUCTURE AND CONSTRU,China,SU PEI,NEW DELHI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",0.00,0.00,
232,U FOODS (INDIA) PRIVATE LIMITED,China,CROWN FORTUNE INVESTMENT LIMITED,NEW DELHI,Manufacture of sugar confectionery (except sweetmeats),9.75,0.13,
233,KINLONG HARDWARE(INDIA) PRIVATE LIMITED,China,GUANGDONG KINLONG HARDWARE PRODUCTS CO L,BANGALORE,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such
as hammers,",8.98,0.12,
234,YANFENG ADIENT(INDIA)PVT LTD,China,YANFENG ADIENT SEATING CO LTD,AHMEDABAD,Manufacture of car seats,124.74,1.73,
235,YANFENG ADIENT(INDIA)PVT LTD,China,"YANFENG ADIENT
(SHANGHAI JIADING)SEATING",AHMEDABAD,Manufacture of car seats,1.26,0.02,
236,JUNNENG CHEMICALS INDIA PVT LTD,China,JUNNENG CHEMICALS(LONGNAN)CO LTD,AHMEDABAD,"Manufacture of paints and varnishes, enamels or lacquers",61.61,0.89,
237,TESTBOOK EDU SOLUTIONS PVT LTD,China,SITA RAMAKRISHNA VELAMURI,MUMBAI,Educational support services,0.02,0.00,
238,TESTBOOK EDU SOLUTIONS PVT LTD,China,SITA RAMAKRISHNA VELAMURI,MUMBAI,Educational support services,0.48,0.01,
239,LINKCOMAGRI INDIA PRIVATE LIMITED,China,LI KE,BANGALORE,Wholesale of cereals & pulses,0.10,0.00,
240,ZTT INDIA PVT LTD,China,JIANGSU ZHONGTIAN TECHNOLOGY CO LTD,HYDERABAD,"Manufacture of printer cables, monitor cables, USB cables, connectors etc.",229.30,3.34,
241,SINENG ELECTRIC (INDIA) PRIVATE LIMITED,China,SINENG ELECTRIC HK TECHNOLOGY CO LTD,BANGALORE,Manufacture of other electrical equipment,16.61,0.24,
242,RHEA HEALTHCARE PVT LTD,China,OIKOS ASIA HEALTHCARE LIMITED,BANGALORE,Hospital activities,9.61,0.14,
243,TESTBOOK EDU SOLUTIONS PVT LTD,China,SITA RAMAKRISHNA VELAMURI,MUMBAI,Educational support services,0.86,0.01,
244,TESTBOOK EDU SOLUTIONS PVT LTD,China,SITA RAMAKRISHNA VELAMURI,MUMBAI,Educational support services,0.15,0.00,
245,CSI INTERFUSION INDIA PRIVATE LIMITED,China,CHINASOFT INTERNATIONAL TECHNOLOGY SERVI,BANGALORE,Other information technology and computer service activities n.e.c,60.00,0.87,
246,SINENG ELECTRIC (INDIA),China,SINENG ELECTRIC HK,BANGALORE,Manufacture of other,5.48,0.08,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,PRIVATE LIMITED,,TECHNOLOGY CO LIMITED,,electrical equipment,,,
247,UV CHEM INDIA PVT LTD,China,ZHEJIANG UVCHEM INVESTMENT CO LTD,MUMBAI,"Wholesale of industrial chemicals,",18.00,0.26,
248,YANJAN NEW MATERIAL INDIA PVT LTD,China,XIAMEN YANJAN NEW MATERIAL CO LTD,MUMBAI,"Manufacture of wadding of textile materials and articles of wadding such as sanitary napkins and
tam",45.60,0.66,
249,YANJAN NEW MATERIAL INDIA PVT LTD,China,XIAMEN SHENGJIE NONWOVEN PRODUCTS CO LTD,MUMBAI,"Manufacture of wadding of textile materials and articles of wadding such as sanitary napkins and
tam",2.40,0.03,
250,TIANMO ENVIRONMENTAL INDIA PRIVATE LIMIT,China,NANJING TIANMO TECHNOLOGY CO LTD,NEW DELHI,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,8.50,0.12,
251,ORIGINS PHOTOELECTRICITY CONSORT PVT LTD,China,GANGAM MAHESH CHANDRA,NEW DELHI,"Manufacture of display components (plasma, polymer, LCD, LED)",7.50,0.11,
252,CNI ETAIL SOLUTIONS PVT LTD,China,ZHANG XINMIAO,NEW DELHI,Courier activities,0.20,0.00,
253,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONG KONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",31.23,0.45,
254,KAMEHAMEHA PVT LTD,China,ELLIPSIS LTD,NEW DELHI,"Providing software support and maintenance to the
clients",10.13,0.15,
255,TXM LOGISTICS PVT LTD,China,JIANGSU TIANXIN LOGISTICS CO LTD,NEW DELHI,Sea and coastal freight water transport,71.50,1.03,
256,RISUN (INDIA) ELECTRONICS PVT LTD,China,RISUN (HK) TECHNOLOGY LTD,NEW DELHI,"Manufacture of other
electronic components n.e.c",11.93,0.17,
257,CRRC PIONEER ELECTRIC (INDIA) PVT LTD,China,CRRC YONGJI ELECTRIC CO LTD (FORMERLY YO,NEW DELHI,"Manufacture of other machinery for mining, quarrying and construction n.e.c.",326.81,4.70,
258,RIVERSONG TECHNOLOGY PVT LTD,China,"IMG TECHNOLOGY CO , LTD",NEW DELHI,"Wholesale of telephone, mobile phone and communications equipment and parts",2.57,0.04,
259,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONG KONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",3.92,0.06,
260,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONG KONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",18.34,0.26,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
261,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONG KONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications equipment and parts",10.07,0.14,
262,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONG KONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",14.15,0.20,
263,OTSUKA FOODS INDIA PVT LTD,China,SHANGHAI OTSUKA FOODS CO LTD,BANGALORE,"Other semi- processed, processed or instant foods n.e.c. except farinaceous products and malted foods",1.73,0.02,
264,3KSL TRANSPORT PRIVATE LIMITED,China,BI CUIMEI,BHOPAL,Warehousing of refrigerated (cold storage),3.17,0.05,
265,RAINBOW AGROSCIENCES PRIVATE LIMITED,China,SHANDONG RAINBOW AGROSCIENCES CO LTD,AHMEDABAD,Wholesale of fertilizers and agrochemical products,6.59,0.09,
266,ECOGREEN ENERGY PRIVATE LIMITED,China,LAMOON HOLDINGS LTD,NEW DELHI,Electric power generation using other non conventional sources,100.82,1.45,
267,JUSHI INDIA FIBERGLASS PVT LTD,China,CHINA JUSHI CO LTD,MUMBAI,Other non-specialised wholesale trade n.e.c.,265.64,3.82,
268,JUSHI INDIA FIBERGLASS PVT LTD,China,JUSHI GROUP HONG KONG CO LTD,MUMBAI,Other non-specialised wholesale trade n.e.c.,2.68,0.04,
269,LONGKING ENGINEERING INDIA PVT LTD,China,FUJIAN LONGKING CO LTD,NEW DELHI,Other civil engineering projects n.e.c.,50.11,0.72,
270,LEPHONE TECHNOLOGY PVT LTD,China,LEPHONE (HONGKONG) LTD,NEW DELHI,"Wholesale of telephone, mobile phone and communications
equipment and parts",13.02,0.19,
271,BIOMENOVO RESEARCH PVT LTD,China,NINGO MENOVO PHARMACEUTICAL CO LTD,MUMBAI,Research and experimental development on natural sciences and engineering,20.26,0.29,
