Table No.19 (b),Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER ACQUISITION OF SHARES ROUTE
RECEIVED DURING JULY 2022 TO SEPTEMBER 2022",,,,,,,,,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In INR),Amount (In USD),Inv Type
1,Zifo Technologies Private Limited,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,TA India1 Limited,Mauritius,"16,84,66,72,720.2800",211637363.0716,"Received in the
company"
2,"FUTURE GENERALI INDIA INSURANCE
COMPANY LIMITED",MAHARASHTRA,Mumbai,Non-life insurance,Generali Participations Netherlands N.V.,Netherland,"12,66,07,40,500.9800",159051331.8951,"Received in the
company"
3,ZCL Chemicals Limited,MAHARASHTRA,Mumbai,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Jusmiral Holdings Limited,Cyprus,"5,45,20,89,276.9600",68532327.0311,Received in the company
4,MOLBIO DIAGNOSTICS PRIVATE LIMITED,DELHI,North West Delhi,Manufacture of other articles n.e.c.,V Sciences Investments Pte. Ltd.,Singapore,"4,98,40,79,336.0440",62121150.9685,"Received in the
company"
5,CitiusTech Healthcare Technology Pvt Ltd,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,CitiusTech Holdco B.V.,Netherland,"3,84,13,53,115.4340",47878306.2463,"Received in the
company"
6,EUREKA FORBES LIMITED,MAHARASHTRA,Mumbai,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum
cleaners, mixers, grinders etc.",Lunolux Limited,Cyprus,"3,53,75,70,952.8000",44466984.5113,Received in the company
7,HINDUSTAN AEGIS LPG LIMITED,GUJARAT,Valsad,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in
foreign trade zones",VOPAK INDIA B.V.,Netherland,"3,29,42,50,079.9900",41384219.4125,Received in the company
8,"FLEXABILITY HR SOLUTIONS PRIVATE
LIMITED",WEST BENGAL,Kolkata,"Human resources provision and management of human resources
functions",Alexander Mann Solutions Limited,United Kingdom,"3,10,69,88,315.0000",39054595.1229,"Received in the
company"
9,IDEAL CURES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of pharmaceuticals, medicinal chemical and botanical
products",COLORCON NETHERLANDS B.V.,Netherland,"3,02,87,94,263.9900",38049414.3835,"Received in the
company"
10,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,Three State Capital Pte Ltd,Singapore,"2,65,97,92,800.0000",33413810.7777,"Received in the
company"
11,Celon Laboratories Private Limited,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture
of pharmaceuticals:",ZNZ PHARMA 2 LIMITED,United Kingdom,"1,92,65,99,867.7100",24203029.433,"Received in the
company"
,,,,"antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas;
salicylic acid, its",,,,,
12,Sledgehammer Oil Tools Private Limited,DELHI,South Delhi,"Manufacture of machine tools for turning, drilling, milling, shaping,
planning, boring, grinding etc.",Downhole Products Limited,United Kingdom,"1,84,20,42,096.0000",23154322.1168,"Received in the
company"
13,HDFC Capital Advisors Limited,MAHARASHTRA,Mumbai,Management of other investment funds,"Platinum Light C 2013 RSC Limited (acting as a trustee of
Platinum Light A 2014 Trust)",UAE,"1,84,29,00,000.0000",23151544.6926,"Received in the
company"
14,"Brokentusk
Technologies Private Limited",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Pine Labs Limited,Singapore,"1,81,38,53,250.0000",22799990.5726,"Received in
the company"
15,JAGSON PAL PHARMACEUTICALS LIMITED,DELHI,South Delhi,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",INFINITY HOLDINGS,Mauritius,"1,55,40,59,700.0000",19534406.3855,Received in the company
16,Teesta Urja Limited,DELHI,Central Delhi,Electric power generation by hydroelectric power plants,Asian Genco TUL Pte. Ltd.,Singapore,"1,39,87,03,914.0000",17581596.5558,Received in the company
17,IDEAL CURES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",COLORCON NETHERLANDS B.V.,Netherland,"1,24,71,11,454.2300",15666914.4116,Received in the company
18,ERUVAKA TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of other electrical equipment,NUTRECO INTERNATIONAL BV,Netherland,"1,15,66,10,283.8400",14415894.5333,Received in the company
19,Aakash Educational Services Limited,KARNATAKA,Bengaluru,Academic tutoring services,SINGAPORE VII TOPCO I PTE LTD,Singapore,"1,14,18,17,728.0000",14344155.4944,Received in the company
20,BANGALORE TOWER PRIVATE LIMITED,KARNATAKA,Bengaluru,Construction of buildings carried out on own-account basis or on a fee or contract basis,Keppel Investment (Mauritius) Pte Ltd.,Mauritius,"1,12,27,00,000.0000",14112249.3872,Received in the company
21,JAGSON PAL PHARMACEUTICALS LIMITED,DELHI,South Delhi,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS
SALTS AND ESTERS; GLYCOSIDES",INFINITY HOLDINGS SIDECAR I,Mauritius,"1,11,74,95,500.0000",14046829.2376,Received in the company
,,,,AND VEGETABLE ALKALOIDS;,,,,,
22,Nazara Technologies Limited,DELHI,Central Delhi,Other telecommunications activities,ARPIT KHANDELWAL,UAE,"1,02,22,42,070.0000",12741140.2739,"Received in the
company"
23,KAMA AYURVEDA PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of hair oil, shampoo, hair dye etc. (includes manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations
for permanent waving or str",PUIG INTERNATIONAL S.A.,Spain,"97,03,28,276.3200",12094091.0604,Received in the company
24,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"90,05,23,089.8880",11319503.361,Received in the company
25,DARSHANA INDUSTRIES PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other fabricated metal products n.e.c.,SOUTHCO MANUFACTURING LIMITED,United Kingdom,"89,45,31,315.0000",11237604.709,Received in the company
26,ASG Hospital Private Limited,KARNATAKA,Bengaluru,Hospital activities,General Atlantic Singapore ASGH Pte Ltd,Singapore,"87,31,77,996.3900",10883218.0387,"Received in the
company"
27,HANU SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,DELHI,South Delhi,Providing software support and maintenance to the clients,"Insight North America, Inc.",U.S.A,"85,13,36,425.6800",10694966.2529,Received in the company
28,FIVE-STAR BUSINESS FINANCE LIMITED,MAHARASHTRA,Mumbai,Other credit granting,Duro One Investments Limited,Mauritius,"84,03,15,063.2900",10473617.1694,Received in the company
29,UPGRAD EDUCATION PRIVATE LIMITED,HARYANA,Gurgaon,OTHER EDUCATIONAL SERVICES N.E.C.,"Artian Capital SCSp SICAV-RAIF
– Artian Private Equity",Luxembourg,"80,65,19,748.1800",10052395.1682,Received in the company
30,FIVE-STAR BUSINESS FINANCE LIMITED,KARNATAKA,Bangalore Rural,Other credit granting,TPG Asia VII SF Pte. Ltd,Singapore,"79,50,00,216.7800",9908816.6854,Received in the company
31,Open Financial Technologies Private Limited,KERALA,Malappuram,Other information service activities n.e.c.,Unicorn Velvet Continuum Investment LLC,U.S.A,"73,93,14,124.4000",9287679.1974,Received in the company
32,ERUVAKA TECHNOLOGIES PRIVATE LIMITED,ANDHRA PRADESH,Krishna,Manufacture of other electrical equipment,Nutreco International BV,Netherland,"73,46,95,053.8400",9157178.1423,Received in the company
33,"DXCHANGE TECHNOLOGIES
PRIVATE LIMITED",Telangana,Hyderabad,"Other data processing, hosting and related activities n.e.c.",Axway Software,France,"72,87,50,129.2000",9154968.3574,"Received in the
company"
34,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,CPP Investment Board Private Holdings 4 INc,Canada,"64,05,45,360.0000",8051604.0475,"Received in the
company"
35,SELAN EXPLORATION TECHNOLOGY LIMITED,DELHI,South West Delhi,Extraction of crude petroleum,Blackbuck Energy Investments Limited,Cayman Islands,"63,84,00,000.0000",8024637.0436,"Received in the
company"
36,MINTIFI PRIVATE LIMITED,TELANGANA,Hyderabad,Data processing activities including report writing,Norwest Capital LLC,U.S.A,"61,48,51,890.0000",7663462.8999,"Received in the
company"
37,FIVE-STAR BUSINESS FINANCE LIMITED,TELANGANA,Hyderabad,Other credit granting,SPIRIT CAPITAL,Mauritius,"60,94,28,822.7800",7595870.2404,"Received in the
company"
38,DARSHANA INDUSTRIES PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other fabricated metal products n.e.c.,SOUTHCO MANUFACTURING LIMITED,United Kingdom,"59,63,54,210.0000",7491736.4726,Received in the company
39,DARSHANA INDUSTRIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of other fabricated metal products n.e.c.,SOUTHCO MANUFACTURING LIMITED,United Kingdom,"59,63,54,210.0000",7432909.3524,"Received in the
company"
40,Uber Techlabs Pvt Ltd,MAHARASHTRA,Pune,Software installation,ServiceNow Nederland B.V.,Netherland,"58,60,94,220.3200",7305029.693,Received in the company
41,ATHER ENERGY PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of motor vehicles n.e.c.,Three State Capital Pte Ltd,Singapore,"53,54,55,000.0000",6730626.6105,Received in the company
42,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"53,29,07,927.3620",6698610.1108,Received in the company
43,HEALTHCARE GLOBAL ENTERPRISES LIMITED,KARNATAKA,Bengaluru,Hospital activities,Aceso Company Pte. Ltd.,Singapore,"50,31,12,342.5000",6324081.9873,Received in the company
44,STUP CONSULTANTS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Architectural and engineering activities and related technical consultancy,Assystem S.A.,France,"49,72,61,900.0000",6250542.3921,Received in the company
45,PRESTIGE SHANTINIKETAN LEISURES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"48,20,00,929.0000",6055166.3409,Received in the company
46,DBL MANGALWEDHA SOLAPUR HIGHWAYS PRIVATE LIMITED,TAMIL NADU,Coimbatore,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",Cube Highways and Infrastructure III Pte. Ltd.,Singapore,"48,15,03,336.9300",6001417.6077,Received in the company
47,DJ JASDAN WIND ENERGY PRIVATE LIMITED,TELANGANA,Hyderabad,Electric power generation using other non conventional sources,TWP Holdings (Mauritius) Limited,Mauritius,"45,46,83,315.0000",5667135.0814,Received in the company
48,Vyom Labs Private Limited,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,FTH Acquisition Corp VII,U.S.A,"43,60,32,960.0000",5434678.6054,"Received in the
company"
49,"HANU SOFTWARE SOLUTIONS INDIA
PRIVATE LIMITED",DELHI,South Delhi,Providing software support and maintenance to the clients,"Insight North America, Inc.",U.S.A,"42,56,24,652.4400",5346935.8963,"Received in the
company"
50,HANU SOFTWARE,DELHI,South Delhi,Providing software support and,"Insight North America, Inc.",U.S.A,"42,56,24,652.4400",5346935.8963,Received in
,SOLUTIONS INDIA PRIVATE LIMITED,,,maintenance to the clients,,,,,the company
51,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore ACK Pte Ltd,Singapore,"41,74,17,000.0000",5243826.7573,"Received in the
company"
52,Prestige Hyderabad Retail Ventures Private Limited,TELANGANA,Hyderabad,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"39,88,45,772.0000",5010524.5623,Received in the company
53,SRK POWERTECH PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale of telephone, mobile phone and communications
equipment and parts",MENSA BRAND TECHNOLOGIES PTE. LTD,Singapore,"39,21,29,912.0000",4926156.1577,"Received in the
company"
54,DBL MANGLOOR HIGHWAYS PRIVATE LIMITED,ANDHRA PRADESH,Ananthapur,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",Cube Highways and Infrastructure III Pte. Ltd.,Singapore,"38,83,09,818.1700",4839861.3286,Received in the company
55,Merabo Labs Private Limited,RAJASTHAN,Jaipur,Other non-specialised wholesale trade n.e.c.,INTERNET FUND VII PTE LTD,Singapore,"38,24,41,011.0000",4804438.7424,"Received in the
company"
56,Open Financial Technologies Private Limited,KERALA,Malappuram,Other information service activities n.e.c.,Arvon Investments Pte. Ltd.,Singapore,"38,13,25,843.9700",4793235.4217,Received in the company
57,STUP CONSULTANTS PRIVATE LIMITED,KERALA,Thiruvananthapuram,Architectural and engineering activities and related technical consultancy,Assystem S.A.,France,"36,45,29,950.0000",4543471.0264,Received in the company
58,IDEAL CURES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",COLORCON NETHERLANDS B.V.,Netherland,"35,63,17,558.3500",4476261.2605,Received in the company
59,Uber Techlabs Pvt Ltd,TELANGANA,Hyderabad,Software installation,ServiceNow Nederland B.V.,Netherland,"34,79,30,044.8400",4336571.1869,Received in the company
60,Uber Techlabs Pvt Ltd,TELANGANA,Hyderabad,Software installation,ServiceNow Nederland B.V.,Netherland,"34,79,29,937.5200",4336569.8493,Received in the company
61,Acclime India Private Limited,MAHARASHTRA,Mumbai,Management consultancy activities,ACCLIME SINGAPORE PTE. LIMITED,Singapore,"33,74,40,000.0000",4239110.7716,Received in the company
62,SHL (India) Private Limited,MAHARASHTRA,Mumbai,Management consultancy activities,SHL GROUP LIMITED,United Kingdom,"32,33,23,000.0000",4061765.0901,"Received in the
company"
63,INNOVATIVE OUTSOURCING PRIVATE LIMITED,HARYANA,Gurgaon,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also
included is storage of goods in",ILP III Ventures XIX Pte. Ltd,Singapore,"32,33,61,500.0000",4030350.8842,Greenfield
,,,,foreign trade zones,,,,,
64,Dxsherpa Technologies Private Limited,WEST BENGAL,Kolkata,Other information technology and computer service activities n.e.c,FTH Acquisition Corp VII,U.S.A,"31,40,00,000.0000",3913669.9256,"Received in the
company"
65,Prestige Mangalore Retail Ventures Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"30,78,79,741.0000",3870023.7697,Received in the company
66,DARSHANA INDUSTRIES PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other fabricated metal products n.e.c.,SOUTHCO MANUFACTURING LIMITED,United Kingdom,"29,81,77,105.0000",3748062.4097,"Received in
the company"
67,DR.AGARWAL'S HEALTH CARE LIMITED,KARNATAKA,Bengaluru,Hospital activities,ARVON INVESTMENTS PTE. LTD,Singapore,"29,70,37,499.9330",3702250.7333,"Received in the
company"
68,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore Ack Pte. Ltd.,Singapore,"29,05,22,232.0000",3649703.423,"Received in the
company"
69,Vyom Labs Private Limited,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,FTH Acquisition Corp VII,U.S.A,"29,06,44,680.0000",3622571.1565,Received in the company
70,SELAN EXPLORATION TECHNOLOGY LIMITED,DELHI,South West Delhi,Extraction of crude petroleum,Blackbuck Energy Investments Limited,Cayman Islands,"28,77,14,000.0000",3616542.015,Received in the company
71,INNOVATIVE OUTSOURCING PRIVATE LIMITED,MAHARASHTRA,Pune,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones",ILP III Ventures XIX Pte. Ltd.,Singapore,"28,59,06,500.0000",3563514.8744,Greenfield
72,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore ACK Pte Ltd,Singapore,"28,02,24,000.0000",3520331.2496,Received in the company
73,M2P SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Internet Fund VII Pte Ltd,Singapore,"27,78,22,410.0000",3492205.5182,Received in the company
74,Nabler Web Solutions Private Limited,Karnataka,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Brain Labs Bidco Limited,United Kingdom,"27,28,08,007.6400",3427167.3891,"Received in the
company"
75,HHV PUMPS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of other pumps, compressors, taps and valves etc.",Edwards Limited,United Kingdom,"27,24,95,994.0000",3423247.6985,"Received in the
company"
76,FIVE-STAR BUSINESS FINANCE LIMITED,TELANGANA,Hyderabad,Other credit granting,Duro India Opportunities Fund Pte. Limited,Singapore,"27,26,85,436.4700",3398728.6365,"Received in the
company"
77,Aisan Fiem Automotives India Private Limited,RAJASTHAN,Alwar,Manufacture of diverse parts and accessories for motor vehicles such,AISAN INDUSTRY CO. LTD.,Japan,"26,00,00,000.0000",3266266.0047,Greenfield
,,,,"as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches,
ste",,,,,
78,FIVE-STAR BUSINESS FINANCE LIMITED,KARNATAKA,Udupi,Other credit granting,SPIRIT CAPITAL,Mauritius,"25,39,28,594.3800",3164944.9142,"Received in the
company"
79,CREST CELLULOSE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of organic and inorganic chemical compounds
n.e.c.",ROQUETTE ASIA PACIFIC PTE LTD,Singapore,"24,99,99,475.2000",3142473.4486,"Received in the
company"
80,Prestige Garden Constructions Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"23,72,65,450.0000",2980661.8209,Received in the company
81,MARIAPPS MARINE SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Mariapps Marine Solutions Pte. Ltd.,Singapore,"23,09,46,000.0000",2901273.3412,Received in the company
82,LEADERSHIP BOULEVARD PRIVATE LIMITED,MAHARASHTRA,Mumbai,Educational support activities,Zani Investments LLC,U.S.A,"22,56,86,888.3300",2835205.4272,Received in the company
83,SILA Solutions Private Limited,MAHARASHTRA,Mumbai,Combined facilities support activities,"Norwest Venture Partners X –
Mauritius",Mauritius,"22,00,03,248.0000",2763804.3456,Received in the company
84,LIFECELL INTERNATIONAL PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other human health activities n.e.c. (including independent ambulance activities),OrbiMed Asia IV Mauritius Limited,Mauritius,"21,33,55,000.0000",2680285.3209,Received in the company
85,HEALTHPLIX TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,Refer Annexure I,Mauritius,"21,01,09,422.6600",2641058.6721,Received in the company
86,Rivulis Irrigation India Private Limited,TAMIL NADU,Chennai,Manufacture of spraying machinery for agricultural use,Rivulis Irrigation Limited,Israel,"21,10,10,750.4780",2630020.4717,Received in the company
87,Prestige Mysore Retail Ventures Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"20,47,12,273.0000",2571710.5309,Received in the company
88,"URBANCLAP TECHNOLOGIES INDIA
PRIVATE LIMITED",DELHI,East Delhi,Other business support service activities n.e.c,NASPERS VENTURES B.V.,Netherland,"19,37,35,350.0000",2433812.2601,"Received in the
company"
89,ERUVAKA TECHNOLOGIES PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other electrical equipment,Nutreco International BV,Netherland,"19,18,93,297.2000",2391742.1216,Received in the company
90,"Open Financial Technologies Private
Limited",TELANGANA,Hyderabad,Other information service activities n.e.c.,Internet Fund V Pte Ltd.,Singapore,"19,14,22,535.2200",2385874.5833,"Received in the
company"
91,ASG Hospital Private Limited,HARYANA,Gurgaon,Hospital activities,General Atlantic Singapore ASGH Pte Ltd.,Singapore,"18,70,38,631.1500",2331233.967,"Received in the
company"
92,CAPTRONIC SYSTEMS PRIVATE LIMITED,KARNATAKA,Bengaluru,Technical testing and analysis,Safran Data Systems Investment SAS,France,"18,57,27,014.2700",2314886.0832,"Received in the
company"
93,UPGRAD EDUCATION PRIVATE LIMITED,RAJASTHAN,Jaipur,OTHER EDUCATIONAL SERVICES N.E.C.,ETS International B.V.,Netherland,"18,43,52,161.8000",2297750.0361,Received in the company
94,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,CPP Investment Board Private Holdings 4 INc,Canada,"17,22,21,000.0000",2164804.2235,"Received in the
company"
95,BEEJAPURI DAIRY PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other dairy products n.e.c.,V-Sciences Investments Pte. Ltd.,Singapore,"16,61,99,789.7600",2087895.0895,Received in the company
96,INDUS INSIGHTS AND ANALYTICAL SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Management consultancy activities,CULBRO HELIX INVESTMENTS LLC,U.S.A,"16,36,38,988.5600",2055724.8668,Received in the company
97,WESHINE TECH PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Constellation Netherlands Holding 2 Coperatief U.A.,Netherland,"15,29,85,000.0000",1906792.3362,Received in the company
98,Padeco India Private Limited,MAHARASHTRA,Mumbai,Architectural and engineering activities and related technical consultancy,PADECO Company Limited,Japan,"14,99,97,692.0100",1884355.2392,Received in the company
99,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore ACK Pte Ltd,Singapore,"14,59,50,000.0000",1833505.8592,Received in the company
100,SRK POWERTECH PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale of telephone, mobile phone and communications equipment and parts",MENSA BRAND TECHNOLOGIES PTE. LTD,Singapore,"14,13,33,423.0000",1775509.8264,Received in the company
101,PHASORZ TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Providing software support and maintenance to the clients,Zenith Investment Holdings PTE. LTD.,Singapore,"13,73,22,873.7400",1725127.0545,Received in the company
102,UNIBIC FOODS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of biscuits, cakes, pastries, rusks etc.",VANYA PTE LTD,Singapore,"13,69,25,880.0000",1721147.3823,Received in the company
103,DIAMONDPICK PRIVATE LIMITED,TAMIL NADU,Chennai,Activities of employment placement agencies,"SYNERGIZE DIAMONDPICK,INVESTMENT LLC",U.S.A,"13,68,00,000.0000",1718558.4209,Received in the company
104,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore Ack Pte. Ltd.,Singapore,"13,60,25,400.0000",1708827.4608,"Received in the
company"
105,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in
market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"12,68,18,273.3100",1593162.365,"Received in the
company"
106,URBANCLAP,DELHI,East Delhi,Other business support service,NASPERS VENTURES B.V,Netherland,"12,08,90,858.4000",1518698.8503,Received in
,TECHNOLOGIES INDIA PRIVATE LIMITED,,,activities n.e.c,,,,,the company
107,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore Ack Pte. Ltd.,Singapore,"11,43,19,716.0000",1436148.4694,"Received in the
company"
108,KAMA AYURVEDA PRIVATE LIMITED,KARNATAKA,Udupi,"Manufacture of hair oil, shampoo, hair dye etc. (includes manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations
for permanent waving or str",PUIG INTERNATIONAL S.A.,Spain,"11,35,37,394.8800",1415120.6617,Received in the company
109,ValueFirst Digital Media Private Limited,DELHI,South West Delhi,Data processing activities including report writing,TWILIO IRELAND LIMITED,Ireland,"10,96,03,497.0000",1377707.2088,"Received in the
company"
110,REIFENHAUSER INDIA MARKETING PRIVATE LIMITED,TAMIL NADU,Chennai,"Other professional, scientific and technical activities n.e.c.",REIFENHAUSER GMBH & CO. KG MASCHINENFABRIK,Germany,"10,73,36,250.0000",1337830.1068,Received in the company
111,M2P SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Internet Fund VII Pte Ltd,Singapore,"10,53,82,020.0000",1324643.5799,"Received in the
company"
112,EPHICACY LIFESCIENCE ANALYTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES AND ENGINEERING,EPHICACY CONSULTING GROUP INC,U.S.A,"10,52,40,082.9990",1322859.4431,Received in the company
113,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,RAJASTHAN,Jodhpur,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"10,55,99,439.6740",1316182.6472,Received in the company
114,BEEJAPURI DAIRY PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other dairy products n.e.c.,VENTURI I FUND I,Singapore,"10,30,48,536.0000",1294553.5768,Received in the company
115,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"10,35,39,076.4930",1290502.4516,Received in the company
116,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,ACCEL INDIA VI (MAURITIUS) LTD,Mauritius,"10,13,76,236.0000",1274291.1948,Received in the company
117,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"10,07,90,343.2300",1266184.8911,Received in the company
118,Poppys Park Hotel Limited,MAHARASHTRA,Mumbai,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",NATARAJAN VENKATESH,Singapore,"9,79,72,867.5400",1221125.6854,Received in the company
119,"VAY NETWORK SERVICES PRIVATE
LIMITED",MAHARASHTRA,Pune,Management consultancy activities,Jungle Leaders I Pte. Ltd.,Singapore,"9,46,80,119.5050",1190121.5449,"Received in the
company"
